"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"S11631102130608","0","7","4","13","15","9","17","12","10","5","2","6"
"S11631003128701","0","53","26","46","29","54","59","65","72","73","88","52"
"S11631003128702","0","35","15","22","47","30","38","27","43","44","40","46"
"S11631003128703","0","9","6","22","10","15","13","6","12","10","10","3"
"S11631003128704","0","168","132","137","115","140","121","138","194","168","93","47"
"S11631003128705","0","23","22","13","13","41","111","73","94","77","90","52"
"S11631003128717","0","9","6","12","11","16","23","1","10","8","4","4"
"S11631003128718","0","17","12","17","18","23","23","14","18","28","39","12"
"S11631003128719","0","8","6","8","6","20","12","6","10","11","15","1"
"S11631003129210","0","5","9","9","6","6","7","9","16","13","23","7"
"S11631003129012","0","2","2","2","3","3","4","1","4","1","1","0"
"S11631003129205","0","10","8","8","13","17","15","25","16","13","15","3"
"S11631003129013","0","3","5","5","6","6","5","2","2","1","2","2"
"S11631003129014","0","2","3","3","3","9","0","2","2","1","2","2"
"S11631004129905","0","17","17","17","23","22","19","8","5","9","5","4"
"S11631004129906","0","12","10","17","15","16","23","16","5","13","3","8"
"S11631004129908","0","4","11","19","21","18","6","15","5","6","8","4"
"S11631004129909","0","12","7","7","4","2","8","8","4","7","2","3"
"S11631004129910","0","5","5","6","12","1","12","2","2","1","5","1"
"S11631004130008","0","4","15","8","13","20","25","22","15","18","30","16"
"S11631004130009","0","8","8","7","2","13","6","3","1","9","7","4"
"S11631004130012","0","17","23","9","13","19","18","13","2","6","13","8"
"S11631003128908","0","3","9","2","7","3","9","5","1","7","4","3"
"S11631003128909","0","3","2","7","2","3","2","5","0","2","6","1"
"S11631004130237","0","11","34","23","16","20","24","16","6","14","17","6"
"S11631004130238","0","9","4","7","19","23","26","17","28","22","18","8"
"S11631004130301","0","63","36","27","36","43","60","55","39","39","67","46"
"S11631004130313","0","0","4","4","6","8","5","3","5","1","8","2"
"S11631004130302","0","38","33","45","50","49","56","32","35","31","41","11"
"S11631004130303","0","12","6","9","5","11","11","9","5","8","12","12"
"S11631004130304","0","8","3","6","3","1","7","4","1","6","1","3"
"S11631004130305","0","6","19","9","10","14","10","13","6","4","5","7"
"S11631101130521","0","3","9","4","5","5","19","22","11","17","4","11"
"S11631102130604","0","8","10","14","7","16","14","15","8","7","13","5"
"S11631102130605","0","6","2","7","12","4","6","6","6","5","6","2"
"S11631101130522","0","3","4","4","3","1","5","6","1","6","2","0"
"S11631102130603","0","16","17","14","17","22","13","19","13","11","7","13"
"S11631102130606","0","15","11","8","16","33","17","11","12","9","5","4"
"S11631101130530","0","2","2","5","3","5","12","9","6","2","3","6"
"S11631003128802","0","15","20","27","6","23","19","21","17","10","21","17"
"S11631003128803","0","3","1","2","1","3","2","1","5","3","2","1"
"S11631003128804","0","3","6","8","2","9","4","6","3","3","3","3"
"S11631003128805","0","12","10","12","5","2","3","6","1","8","5","3"
"S11631003128807","0","6","7","4","2","11","3","0","5","2","5","1"
"S11631003128911","0","21","19","19","23","24","50","46","67","77","52","30"
"S11631003128912","0","3","5","2","6","3","3","2","1","2","5","2"
"S11631104132135","0","7","0","3","0","2","3","1","1","2","1","0"
"S11631003129115","0","34","24","29","26","17","18","17","10","20","11","4"
"S11631003129207","0","8","3","5","10","2","4","6","3","3","5","2"
"S11631003129212","0","32","15","41","35","75","40","43","50","119","41","17"
"S11631003129117","0","12","13","7","12","13","9","6","21","13","20","8"
"S11631004129709","0","4","5","5","7","6","9","9","13","15","10","3"
"S11631004129607","0","3","6","14","10","13","15","7","8","2","4","5"
"S11631004129612","0","19","8","7","9","6","12","11","6","4","8","0"
"S11631004129613","0","4","1","5","9","13","6","21","11","26","22","14"
"S11631004129614","0","6","6","3","7","4","18","16","19","57","51","33"
"S11631004129615","0","42","21","17","13","31","26","58","44","61","90","30"
"S11631004130415","0","4","3","0","9","8","2","3","3","2","5","1"
"S11631004130416","0","7","13","4","12","13","8","6","5","6","9","2"
"S11631004130417","0","81","83","111","89","146","123","162","152","390","320","193"
"S11631004130418","0","3","5","0","2","5","15","3","6","4","5","2"
"S11631101130501","0","3","1","2","0","5","3","4","0","1","5","2"
"S11631101130502","0","2","7","0","2","1","3","5","3","1","0","0"
"S11631101130503","0","23","52","46","55","62","59","47","26","34","39","29"
"S11631101130504","0","3","6","5","8","9","4","6","7","2","1","2"
"S11631003129505","0","22","15","19","30","25","28","34","25","18","25","3"
"S11631004129710","0","19","17","13","5","14","8","13","5","10","8","6"
"S11631004129711","0","7","1","5","0","7","3","8","1","5","5","2"
"S11631004129712","0","21","13","14","21","32","19","20","15","7","24","11"
"S11631004129713","0","2","4","4","1","2","4","5","5","0","4","5"
"S11631004129714","0","0","2","1","0","2","2","1","0","0","1","0"
"S11631002128220","0","5","6","7","8","9","12","5","7","4","9","5"
"S11631002128221","0","5","2","5","3","6","4","9","8","13","15","13"
"S11631004130003","0","228","154","141","103","236","338","276","185","207","194","104"
"S11631002128216","0","6","6","7","4","0","0","1","0","7","6","3"
"S11631002128217","0","17","14","12","12","20","9","20","30","31","69","35"
"S11631002128231","0","10","4","13","7","11","8","9","9","5","7","6"
"S11631002128232","0","3","0","1","5","3","2","2","6","2","1","1"
"S11631003129319","0","1","7","3","2","2","1","0","3","0","0","0"
"S11631003129320","0","7","5","6","5","10","8","8","3","3","1","3"
"S11631003129321","0","11","13","13","11","20","34","37","18","21","19","6"
"S11631003129322","0","5","5","8","6","6","18","9","2","2","3","3"
"S11631003129325","0","2","4","9","8","18","15","4","5","5","11","7"
"S11631003129507","0","18","3","13","15","6","9","9","7","6","15","8"
"S11631003129508","0","13","21","3","14","23","13","8","6","9","8","6"
"S11631003129509","0","22","12","15","18","15","23","18","14","16","17","8"
"S11631003128720","0","17","3","12","9","22","33","14","13","17","22","4"
"S11631003128721","0","17","19","18","10","7","18","12","15","10","15","7"
"S11631003128722","0","11","10","22","10","25","29","16","25","23","26","29"
"S11631004130307","0","6","1","1","4","2","8","11","3","5","7","0"
"S11631001127217","0","2","2","10","9","26","14","18","10","7","6","2"
"S11631001127301","0","13","6","10","16","13","19","4","10","6","7","2"
"S11631001127302","0","8","8","11","13","18","14","5","3","4","8","1"
"S11631001127304","0","15","6","8","10","5","7","3","4","4","2","3"
"S11631001127305","0","3","3","6","5","10","9","8","6","6","3","1"
"S11631004129911","0","12","3","6","9","7","3","4","5","3","3","0"
"S11631004129912","0","10","5","10","28","19","10","21","7","9","5","7"
"S11631004129913","0","2","3","8","13","19","13","9","4","5","11","5"
"S11631004129915","0","13","8","7","10","11","12","14","8","8","12","5"
"S11631004129917","0","0","1","2","2","3","7","5","8","6","21","20"
"S11631004129923","0","38","20","35","34","38","45","26","30","45","36","24"
"S11631004129924","0","2","7","1","11","3","6","4","2","6","10","1"
"S11631004130013","0","6","11","16","4","28","15","15","18","8","7","12"
"S11631004130014","0","16","13","12","5","16","11","18","8","23","21","6"
"S11631004130015","0","12","15","16","13","31","39","23","34","22","55","7"
"S11631004130016","0","16","21","37","15","30","36","31","25","25","23","10"
"S11631004130017","0","21","22","29","16","17","17","11","28","10","15","7"
"S11631004130020","1","12","17","18","8","13","22","29","16","24","21","8"
"S11631004130308","0","5","3","1","4","7","14","12","3","5","4","7"
"S11631004130311","0","4","10","6","6","7","16","10","4","3","5","4"
"S11631004130312","0","2","3","3","5","3","8","14","10","5","17","6"
"S11631004130314","0","0","0","1","1","3","5","0","0","3","1","2"
"S11631004130315","0","8","12","4","10","7","6","7","7","4","6","2"
"S11631004130316","0","16","2","1","10","8","9","4","3","1","8","5"
"S11631004130317","0","17","7","7","6","9","9","3","5","1","8","1"
"S11631004130318","0","5","5","3","19","21","11","11","5","5","5","3"
"S11631001127603","0","7","6","3","5","4","13","2","3","8","6","4"
"S11631001127604","0","4","5","2","2","2","11","7","10","12","12","6"
"S11631001127605","0","0","1","0","1","0","1","0","0","1","1","0"
"S11631001127606","0","55","45","37","32","29","38","28","24","34","26","22"
"S11631002127702","0","0","4","1","2","0","2","0","2","3","5","0"
"S11631002128029","0","2","5","5","3","3","3","0","2","1","4","0"
"S11631003128810","0","14","11","8","22","5","5","5","4","5","3","4"
"S11631003128811","0","7","6","19","13","9","4","8","10","9","11","7"
"S11631003128901","0","1","3","3","2","0","0","5","9","4","3","2"
"S11631003128902","0","8","5","4","4","9","6","5","6","6","5","14"
"S11631003128903","0","3","5","6","5","4","1","1","3","3","3","3"
"S11631003129218","0","5","9","6","10","6","11","6","3","3","5","2"
"S11631003128808","0","2","2","4","3","6","5","5","3","4","3","2"
"S11631003128809","0","37","22","11","22","23","45","33","31","38","46","32"
"S11631003129308","0","6","11","7","25","26","24","10","10","12","8","3"
"S11631003129001","0","5","4","4","6","4","3","2","3","4","4","0"
"S11631003129002","0","0","3","2","5","7","3","6","5","6","8","3"
"S11631003129104","0","16","15","20","29","14","8","6","6","15","7","5"
"S11631003129003","0","3","4","2","2","1","5","6","2","0","3","0"
"S11631003129201","0","14","11","6","5","5","7","6","13","6","6","4"
"S11631003129202","0","186","176","236","249","240","257","301","322","315","474","195"
"S11631003129203","0","2","2","1","4","8","5","1","2","2","0","2"
"S11631003129204","0","5","12","6","12","15","14","13","9","12","13","1"
"S11631003129208","0","8","48","9","8","9","9","5","14","12","8","10"
"S11631003129213","0","4","5","4","9","3","10","8","8","2","2","0"
"S11631003129217","0","20","17","22","20","26","32","26","26","24","21","11"
"S11631002128020","0","8","3","6","14","12","14","15","11","15","17","6"
"S11631002128021","0","5","0","2","2","4","3","4","3","5","3","2"
"S11631002128023","0","5","14","3","10","6","3","2","8","18","15","5"
"S11631004130419","0","53","37","26","37","61","57","50","28","19","52","14"
"S11631004130421","0","7","2","4","12","8","13","22","6","7","10","1"
"S11631004130422","0","0","6","2","4","1","4","4","1","6","5","0"
"S11631004130423","0","0","1","1","1","6","3","0","1","7","11","12"
"S11631101130505","0","28","30","27","29","47","38","34","20","36","42","14"
"S11631101130508","0","14","21","21","11","17","16","9","12","19","18","8"
"S11631101130509","0","43","56","27","43","45","50","67","47","39","27","18"
"S11631102130601","1","46","51","67","64","52","64","46","45","37","101","51"
"S11631305137902","0","9","7","4","4","8","6","5","8","7","3","4"
"S11631004129715","0","2","4","11","5","6","2","4","2","3","1","0"
"S11631004129716","0","11","7","1","9","10","4","8","3","4","1","5"
"S11631004129717","0","7","12","7","9","10","30","16","12","5","4","3"
"S11631004129718","0","12","12","8","8","16","15","12","18","36","8","4"
"S11631004129719","0","10","11","9","6","9","7","9","3","9","5","5"
"S11631004129723","0","3","7","7","5","8","4","2","1","2","0","1"
"S11631004129724","0","40","15","27","20","58","58","39","16","57","41","17"
"S11631004130409","0","6","5","6","4","7","9","6","2","3","7","4"
"S11631003128306","0","12","23","34","13","8","4","10","12","8","11","5"
"S11631003128307","1","46","29","14","12","22","15","21","7","16","12","5"
"S11631002128219","0","8","10","4","6","5","6","4","8","8","8","5"
"S11631003128314","0","16","15","11","8","9","13","22","2","5","7","4"
"S11631004130004","0","13","6","26","17","18","16","11","11","3","13","5"
"S11631002128222","0","4","7","3","17","12","4","7","11","12","20","5"
"S11631002128223","0","7","11","4","7","13","14","13","9","11","8","3"
"S11631002128233","0","3","1","1","1","1","0","0","0","0","0","0"
"S11631003128502","0","1","0","1","6","4","8","5","2","1","1","1"
"S11631002128225","0","11","11","14","12","9","13","9","10","13","23","15"
"S11631002128226","0","5","4","2","4","3","6","7","3","7","4","2"
"S11631003129326","0","2","3","7","9","9","15","10","2","3","4","1"
"S11631003129327","0","5","4","3","5","4","9","9","4","3","5","2"
"S11631003129328","0","16","6","8","6","5","10","10","9","8","6","5"
"S11631003129329","0","1","5","3","3","8","11","9","3","4","4","6"
"S11631003129331","0","13","13","15","9","15","13","9","14","7","10","10"
"S11631003129332","0","7","4","0","7","6","6","5","3","3","6","3"
"S11631003129333","0","3","14","12","14","8","12","11","18","19","7","3"
"S11631003129334","0","4","7","5","2","10","17","15","13","16","9","5"
"S11631003129510","0","4","5","3","1","1","7","5","6","8","7","3"
"S11631004129609","0","12","3","9","7","14","2","4","7","5","3","6"
"S11631004129601","0","1","0","1","8","1","7","11","7","12","23","7"
"S11631004130021","0","14","7","13","12","17","18","20","23","4","28","7"
"S11631004130022","0","33","12","10","13","16","20","15","24","19","21","10"
"S11631004130023","0","14","8","15","8","10","11","18","13","14","13","12"
"S11631003128723","0","6","3","6","4","12","21","6","17","14","7","1"
"S11631003128725","0","9","9","5","9","13","18","8","1","10","8","0"
"S11631003128726","0","10","10","17","6","8","17","12","9","5","7","9"
"S11631003128727","0","9","11","14","8","11","18","14","9","11","17","5"
"S11631003128728","0","15","17","13","12","7","10","10","6","10","13","4"
"S11631003128729","0","14","11","20","25","19","8","11","6","11","9","3"
"S11631001127330","0","3","2","4","17","10","5","3","6","1","6","1"
"S11631001127307","0","13","26","26","16","10","18","16","13","14","9","9"
"S11631001127420","0","26","29","60","60","37","32","29","43","43","33","21"
"S11631001127309","0","28","13","18","14","18","15","14","14","18","17","5"
"S11631001127310","0","16","9","6","8","12","15","15","5","7","8","4"
"S11631001127311","0","2","11","9","7","13","6","7","9","6","8","7"
"S11631001127312","0","7","11","8","7","16","21","8","7","4","3","3"
"S11631003129406","0","4","0","3","1","3","1","3","1","0","3","0"
"S11631105132814","0","38","30","62","80","69","49","60","57","77","101","50"
"S11631004129926","0","6","16","25","36","30","31","17","6","31","29","15"
"S11631004129918","0","5","2","0","2","0","0","2","0","0","1","0"
"S11631004129919","0","18","7","11","10","12","10","5","5","2","6","2"
"S11631004130001","0","40","69","50","46","29","59","76","54","60","59","26"
"S11631004129920","0","13","5","13","16","10","15","14","13","20","17","16"
"S11631004130202","0","0","5","1","2","5","8","6","15","27","47","43"
"S11631004130203","0","20","30","14","15","26","18","15","17","11","19","4"
"S11631004130205","0","74","58","31","64","133","114","90","82","53","147","92"
